key;date;y
8992;01Jun2012;6742,067232
8992;01Jul2012;8021,991832
8992;01Aug2012;4972,038957
8992;01Sep2012;1867,211226
8992;01Oct2012;4627,919154
8992;01Nov2012;3765,001571
8992;01Dec2012;1671,588648
8992;01Jan2013;1851,712221
8992;01Feb2013;1353,859043
8992;01Mar2013;3983,034873
8992;01Apr2013;4698,711907
8992;01May2013;3764,163787
8992;01Jun2013;4626,03414
8992;01Jul2013;7789,716201
8992;01Aug2013;2871,50487
8992;01Sep2013;3045,345062
8992;01Oct2013;4468,949628
8992;01Nov2013;3873,913499
8992;01Dec2013;560,4775369
8992;01Jan2014;3471,358257
8992;01Feb2014;0
8992;01Mar2014;2331,13415
8992;01Apr2014;4255,524139
8992;01May2014;7894,439208
8992;01Jun2014;6516,70332
8992;01Jul2014;7501,72793
8992;01Aug2014;6165,671798
8992;01Sep2014;3780,919468
8992;01Oct2014;3876,426851
8992;01Nov2014;3451,25144
8992;01Dec2014;3656,299089
8992;01Jan2015;5078,856425
8992;01Feb2015;2791,705938
8992;01Mar2015;4231,647293
8992;01Apr2015;4068,488847
8992;01May2015;6635,040318
8992;01Jun2015;6810,765525
8992;01Jul2015;5792,438999
8992;01Aug2015;7879,568541
8992;01Sep2015;4952,351032
8992;01Oct2015;4724,264321
8992;01Nov2015;5396,376584
8992;01Dec2015;1279,505707
8992;01Jan2016;4297,203896
8992;01Feb2016;4004,18892
8992;01Mar2016;4351,240968
8992;01Apr2016;5273,864279
8992;01May2016;5586,34412
8992;01Jun2016;7538,171536
8992;01Jul2016;7755,995392
8992;01Aug2016;9681,851503
8992;01Sep2016;6743,952246
8992;01Oct2016;3983,872657
8992;01Nov2016;3697,978846
8992;01Dec2016;1013,718714
8992;01Jan2017;5224,840297
8992;01Feb2017;2005,655042
8992;01Mar2017;6687,401822
8992;01Apr2017;8178,448005
8992;01May2017;6651,586554
8992;01Jun2017;10000
8992;01Jul2017;5412,713373
8992;01Aug2017;7178,762174
8992;01Sep2017;4894,753377
8992;01Oct2017;4886,375537
8992;01Nov2017;3845,428841
8992;01Dec2017;2997,172479
8992;01Jan2018;2808,042727
8992;01Feb2018;4736,41219
8992;01Mar2018;4739,55388
8992;01Apr2018;4175,725207
8992;01May2018;7717,038433
8992;01Jun2018;8263,064195
9822;01Jan2013;1407,938302
9822;01Feb2013;0
9822;01Mar2013;2173,021064
9822;01Apr2013;2671,615766
9822;01May2013;3138,822458
9822;01Jun2013;1798,706207
9822;01Jul2013;5003,565362
9822;01Aug2013;3839,11934
9822;01Sep2013;1523,259307
9822;01Oct2013;2166,734909
9822;01Nov2013;946,1945779
9822;01Dec2013;3935,956057
9822;01Jan2014;1175,84235
9822;01Feb2014;1014,76498
9822;01Mar2014;2070,261677
9822;01Apr2014;2763,834084
9822;01May2014;4074,005574
9822;01Jun2014;3513,842904
9822;01Jul2014;5337,522678
9822;01Aug2014;863,95072
9822;01Sep2014;2624,148884
9822;01Oct2014;2500,120271
9822;01Nov2014;2342,725861
9822;01Dec2014;6947,061597
9822;01Jan2015;322,0531779
9822;01Feb2015;1140,803452
9822;01Mar2015;3022,549977
9822;01Apr2015;3803,636776
9822;01May2015;2724,999973
9822;01Jun2015;4864,938544
9822;01Jul2015;5867,767314
9822;01Aug2015;2411,857527
9822;01Sep2015;3451,644182
9822;01Oct2015;2708,819539
9822;01Nov2015;2922,324295
9822;01Dec2015;8333,169409
9822;01Jan2016;971,4888672
9822;01Feb2016;2459,522188
9822;01Mar2016;4918,274643
9822;01Apr2016;3157,627468
9822;01May2016;4642,389423
